200,19900,109823
0,1,10
0,2,2
0,3,10
0,4,8
0,5,4
0,6,1
0,7,8
0,8,4
0,9,4
0,10,1
0,11,7
0,12,4
0,13,3
0,14,5
0,15,8
0,16,6
0,17,8
0,18,3
0,19,1
0,20,3
0,21,6
0,22,9
0,23,1
0,24,10
0,25,5
0,26,7
0,27,7
0,28,10
0,29,2
0,30,6
0,31,7
0,32,7
0,33,3
0,34,10
0,35,9
0,36,7
0,37,1
0,38,4
0,39,4
0,40,1
0,41,1
0,42,6
0,43,6
0,44,4
0,45,3
0,46,6
0,47,3
0,48,3
0,49,2
0,50,9
0,51,9
0,52,7
0,53,2
0,54,10
0,55,9
0,56,9
0,57,3
0,58,5
0,59,4
0,60,8
0,61,8
0,62,8
0,63,1
0,64,1
0,65,4
0,66,7
0,67,5
0,68,6
0,69,10
0,70,10
0,71,2
0,72,9
0,73,2
0,74,5
0,75,5
0,76,3
0,77,1
0,78,2
0,79,6
0,80,3
0,81,4
0,82,2
0,83,7
0,84,4
0,85,8
0,86,8
0,87,4
0,88,7
0,89,9
0,90,1
0,91,3
0,92,10
0,93,7
0,94,9
0,95,9
0,96,4
0,97,7
0,98,10
0,99,6
0,100,10
0,101,3
0,102,2
0,103,1
0,104,8
0,105,4
0,106,2
0,107,8
0,108,2
0,109,10
0,110,9
0,111,5
0,112,4
0,113,2
0,114,6
0,115,8
0,116,3
0,117,3
0,118,1
0,119,1
0,120,7
0,121,6
0,122,2
0,123,2
0,124,3
0,125,2
0,126,9
0,127,3
0,128,8
0,129,8
0,130,2
0,131,1
0,132,5
0,133,1
0,134,3
0,135,5
0,136,1
0,137,10
0,138,7
0,139,6
0,140,5
0,141,8
0,142,7
0,143,3
0,144,5
0,145,1
0,146,6
0,147,7
0,148,9
0,149,3
0,150,2
0,151,9
0,152,6
0,153,8
0,154,8
0,155,5
0,156,8
0,157,10
0,158,4
0,159,10
0,160,9
0,161,2
0,162,10
0,163,2
0,164,4
0,165,6
0,166,2
0,167,1
0,168,3
0,169,2
0,170,6
0,171,1
0,172,6
0,173,1
0,174,10
0,175,5
0,176,9
0,177,2
0,178,4
0,179,1
0,180,5
0,181,3
0,182,9
0,183,6
0,184,3
0,185,7
0,186,7
0,187,7
0,188,5
0,189,7
0,190,2
0,191,10
0,192,4
0,193,6
0,194,5
0,195,3
0,196,9
0,197,5
0,198,5
0,199,1
1,2,4
1,3,3
1,4,1
1,5,8
1,6,5
1,7,1
1,8,7
1,9,7
1,10,10
1,11,2
1,12,7
1,13,2
1,14,2
1,15,5
1,16,6
1,17,7
1,18,1
1,19,8
1,20,1
1,21,3
1,22,6
1,23,8
1,24,2
1,25,5
1,26,2
1,27,1
1,28,7
1,29,10
1,30,2
1,31,3
1,32,7
1,33,6
1,34,1
1,35,4
1,36,1
1,37,5
1,38,6
1,39,2
1,40,10
1,41,4
1,42,6
1,43,4
1,44,7
1,45,5
1,46,3
1,47,4
1,48,1
1,49,5
1,50,8
1,51,4
1,52,3
1,53,3
1,54,3
1,55,2
1,56,9
1,57,3
1,58,3
1,59,4
1,60,7
1,61,1
1,62,3
1,63,10
1,64,8
1,65,8
1,66,9
1,67,7
1,68,6
1,69,2
1,70,5
1,71,8
1,72,8
1,73,3
1,74,10
1,75,9
1,76,6
1,77,1
1,78,3
1,79,6
1,80,8
1,81,9
1,82,7
1,83,5
1,84,1
1,85,5
1,86,8
1,87,10
1,88,2
1,89,6
1,90,9
1,91,8
1,92,1
1,93,5
1,94,5
1,95,2
1,96,6
1,97,8
1,98,2
1,99,7
1,100,3
1,101,5
1,102,3
1,103,2
1,104,1
1,105,3
1,106,4
1,107,3
1,108,7
1,109,1
1,110,8
1,111,6
1,112,6
1,113,3
1,114,3
1,115,4
1,116,3
1,117,8
1,118,1
1,119,6
1,120,7
1,121,6
1,122,9
1,123,4
1,124,4
1,125,3
1,126,1
1,127,1
1,128,9
1,129,4
1,130,10
1,131,1
1,132,8
1,133,9
1,134,9
1,135,3
1,136,4
1,137,8
1,138,5
1,139,2
1,140,4
1,141,2
1,142,1
1,143,8
1,144,8
1,145,8
1,146,6
1,147,3
1,148,2
1,149,6
1,150,10
1,151,5
1,152,4
1,153,3
1,154,9
1,155,8
1,156,9
1,157,8
1,158,5
1,159,4
1,160,7
1,161,8
1,162,7
1,163,7
1,164,10
1,165,4
1,166,9
1,167,8
1,168,5
1,169,6
1,170,3
1,171,5
1,172,2
1,173,8
1,174,5
1,175,5
