200,19900,110040
0,1,1
0,2,10
0,3,9
0,4,8
0,5,4
0,6,4
0,7,1
0,8,10
0,9,7
0,10,5
0,11,8
0,12,4
0,13,7
0,14,5
0,15,1
0,16,5
0,17,8
0,18,7
0,19,2
0,20,10
0,21,9
0,22,10
0,23,4
0,24,8
0,25,4
0,26,1
0,27,7
0,28,3
0,29,1
0,30,4
0,31,2
0,32,10
0,33,3
0,34,3
0,35,6
0,36,10
0,37,4
0,38,8
0,39,4
0,40,10
0,41,6
0,42,3
0,43,2
0,44,7
0,45,10
0,46,3
0,47,9
0,48,5
0,49,4
0,50,5
0,51,1
0,52,2
0,53,9
0,54,7
0,55,7
0,56,9
0,57,7
0,58,9
0,59,4
0,60,3
0,61,10
0,62,6
0,63,5
0,64,5
0,65,1
0,66,3
0,67,7
0,68,5
0,69,2
0,70,7
0,71,5
0,72,9
0,73,4
0,74,10
0,75,10
0,76,6
0,77,9
0,78,7
0,79,1
0,80,2
0,81,2
0,82,9
0,83,9
0,84,1
0,85,6
0,86,6
0,87,7
0,88,1
0,89,4
0,90,10
0,91,5
0,92,2
0,93,9
0,94,9
0,95,7
0,96,2
0,97,4
0,98,4
0,99,6
0,100,3
0,101,2
0,102,4
0,103,8
0,104,6
0,105,3
0,106,2
0,107,8
0,108,1
0,109,1
0,110,1
0,111,10
0,112,2
0,113,5
0,114,10
0,115,7
0,116,5
0,117,9
0,118,6
0,119,5
0,120,1
0,121,6
0,122,7
0,123,10
0,124,2
0,125,8
0,126,2
0,127,8
0,128,5
0,129,6
0,130,4
0,131,4
0,132,9
0,133,3
0,134,7
0,135,9
0,136,3
0,137,6
0,138,2
0,139,9
0,140,5
0,141,5
0,142,7
0,143,2
0,144,2
0,145,6
0,146,1
0,147,7
0,148,5
0,149,10
0,150,10
0,151,8
0,152,9
0,153,2
0,154,3
0,155,5
0,156,2
0,157,9
0,158,1
0,159,7
0,160,9
0,161,9
0,162,2
0,163,3
0,164,10
0,165,2
0,166,4
0,167,3
0,168,3
0,169,2
0,170,9
0,171,5
0,172,9
0,173,6
0,174,3
0,175,3
0,176,10
0,177,4
0,178,3
0,179,4
0,180,10
0,181,6
0,182,1
0,183,4
0,184,10
0,185,7
0,186,4
0,187,3
0,188,6
0,189,2
0,190,8
0,191,4
0,192,3
0,193,9
0,194,3
0,195,10
0,196,4
0,197,3
0,198,8
0,199,8
1,2,10
1,3,2
1,4,3
1,5,5
1,6,8
1,7,7
1,8,6
1,9,5
1,10,3
1,11,4
1,12,1
1,13,5
1,14,9
1,15,1
1,16,7
1,17,8
1,18,10
1,19,6
1,20,5
1,21,5
1,22,2
1,23,4
1,24,4
1,25,6
1,26,4
1,27,7
1,28,5
1,29,9
1,30,3
1,31,1
1,32,10
1,33,8
1,34,1
1,35,8
1,36,1
1,37,9
1,38,2
1,39,3
1,40,6
1,41,6
1,42,5
1,43,8
1,44,5
1,45,8
1,46,9
1,47,9
1,48,6
1,49,9
1,50,10
1,51,9
1,52,2
1,53,6
1,54,8
1,55,1
1,56,10
1,57,9
1,58,8
1,59,10
1,60,5
1,61,8
1,62,3
1,63,7
1,64,7
1,65,10
1,66,9
1,67,2
1,68,2
1,69,10
1,70,2
1,71,7
1,72,10
1,73,6
1,74,7
1,75,6
1,76,4
1,77,6
1,78,1
1,79,2
1,80,2
1,81,1
1,82,5
1,83,7
1,84,5
1,85,1
1,86,6
1,87,7
1,88,5
1,89,1
1,90,5
1,91,9
1,92,7
1,93,5
1,94,7
1,95,5
1,96,9
1,97,1
1,98,9
1,99,5
1,100,4
1,101,4
1,102,5
1,103,5
1,104,4
1,105,1
1,106,4
1,107,5
1,108,4
1,109,7
1,110,9
1,111,5
1,112,3
1,113,2
1,114,5
1,115,3
1,116,8
1,117,7
1,118,2
1,119,9
1,120,8
1,121,8
1,122,6
1,123,5
1,124,2
1,125,3
1,126,7
1,127,1
1,128,9
1,129,5
1,130,9
1,131,9
1,132,8
1,133,10
1,134,9
1,135,8
1,136,2
1,137,8
1,138,6
1,139,7
1,140,8
1,141,5
1,142,3
1,143,10
1,144,10
1,145,6
1,146,8
1,147,10
1,148,9
1,149,9
1,150,7
1,151,10
1,152,9
1,153,7
1,154,6
1,155,3
1,156,7
1,157,3
1,158,9
1,159,8
1,160,5
1,161,5
1,162,8
1,163,4
1,164,5
1,165,6
1,166,6
1,167,8
1,168,1
1,169,7
1,170,7
1,171,5
1,172,7
1,173,2
1,174,3
1,175,5
1,176,3
1,177,2
1,178,8
1,179,7
1,180,10
1,181,1
1,182,10
1,183,3
1,184,1
1,185,7
1,186,5
1,187,6
1,188,3
1,189,2
1,190,8
1,191,5
1,192,9
1,193,3
1,194,3
1,195,3
1,196,6
1,197,4
1,198,8
1,199,10
2,3,4
2,4,8
2,5,2
2,6,2
2,7,1
2,8,7
2,9,10
2,10,6
2,11,5
2,12,2
2,13,4
2,14,2
2,15,1
2,16,8
2,17,6
2,18,4
2,19,2
2,20,6
2,21,8
2,22,4
2,23,3
2,24,2
2,25,7
2,26,8
2,27,3
2,28,1
2,29,1
2,30,8
2,31,1
2,32,9
2,33,9
2,34,9
2,35,8
2,36,10
2,37,4
2,38,8
2,39,1
2,40,3
2,41,1
2,42,6
2,43,8
2,44,9
2,45,5
2,46,9
2,47,3
2,48,10
2,49,1
2,50,3
2,51,10
2,52,3
2,53,9
2,54,3
2,55,6
2,56,4
2,57,10
2,58,9
2,59,5
2,60,3
2,61,10
2,62,10
2,63,5
2,64,3
2,65,4
2,66,2
2,67,10
2,68,5
2,69,3
2,70,9
2,71,8
2,72,7
2,73,8
2,74,5
2,75,9
2,76,2
2,77,10
2,78,6
2,79,8
2,80,3
2,81,10
2,82,4
2,83,2
2,84,7
2,85,7
2,86,3
2,87,7
2,88,10
2,89,9
2,90,9
2,91,9
2,92,2
2,93,1
2,94,4
2,95,2
2,96,2
2,97,3
2,98,6
2,99,6
2,100,9
2,101,8
2,102,3
2,103,3
2,104,3
2,105,6
2,106,4
2,107,3
2,108,8
2,109,6
2,110,2
2,111,1
2,112,2
2,113,8
2,114,2
2,115,4
2,116,3
2,117,3
2,118,7
